% group, behavior, feature, sample size, z-score
chrimson/+, Touch, dist2wall, 16778,    1.15
npf>chrimson, not Chase_hadar, du_cor, 10224,    1.15
npf>chrimson, Stop, magveldiff_nose2ell, 34371,    1.15
chrimson/+, Grooming, area, 56810,    1.15
npf>chrimson, Long_Distance_Approach, absdv_cor, 10524,    1.15
chrimson/+, Turn, dv_tail, 115709,    1.15
npf/+, not Social_Clustering, area, 4627,    1.14
npf/+, Stop, dnose2ell_angle_30tomin30, 35151,    1.14
npf>chrimson, not Walk, timestamps, 27384,    1.14
chrimson/+, Turn, du_cor, 115709,    1.14
npf>chrimson, Jump, dnose2ell, 956,    1.14
npf>chrimson, not Touch, dnose2ell_angle_30tomin30, 16271,    1.14
chrimson/+, not Short_distance_Approach, ddcenter, 2003,    1.14
chrimson/+, not Long_Distance_Approach, dv_cor, 9763,    1.14
npf/+, Chain_hadar, a_mm, 1241,    1.14
npf>chrimson, not Chain_hadar, magveldiff_anglesub, 1055,    1.14
npf>chrimson, Turn, velmag, 100753,    1.14
npf>chrimson, not Walk, ddist2wall, 27384,    1.14
npf/+, Chain_hadar, ddcenter, 1241,    1.14
npf/+, not Turn, dnose2ell_angle_30tomin30, 127025,    1.14
npf/+, Chain_hadar, b_mm, 1241,    1.14
npf>chrimson, not Long_Distance_Approach, danglesub, 10454,    1.13
npf>chrimson, not Social_Clustering, velmag_tail, 5862,    1.13
npf/+, Walk, magveldiff_anglesub, 28312,    1.13
npf>chrimson, Chain_hadar, veltoward_anglesub, 1125,    1.13
npf/+, Walk, magveldiff_nose2ell, 28312,    1.13
npf/+, Jump, closestfly_center, 1293,    1.13
npf/+, not Long_Distance_Approach, da, 14142,    1.13
npf/+, not Song, dtheta, 450,    1.13
npf/+, not Long_Distance_Approach, absyaw, 14142,    1.13
npf>chrimson, Chain_hadar, velmag, 1125,    1.13
npf>chrimson, Turn, dv_tail, 100753,    1.13
npf/+, Grooming, magveldiff_anglesub, 50245,    1.12
npf/+, not Chase_hadar, db, 7753,    1.12
npf>chrimson, Turn, du_cor, 100753,    1.12
npf>chrimson, not Stop, ynose_mm, 34301,    1.12
npf/+, not Long_Distance_Approach, darea, 14142,    1.12
chrimson/+, not Song, area, 394,    1.12
chrimson/+, not Walk, ddcenter, 26648,    1.12
chrimson/+, Turn, dnose2ell_angle_min20to20, 115709,    1.12
chrimson/+, Chain_hadar, dv_ctr, 1291,    1.11
npf>chrimson, not Turn, flipdv_cor, 100683,    1.11
npf/+, Chase_hadar, dv_cor, 7833,    1.11
chrimson/+, not Walk, velmag_tail, 26648,    1.11
chrimson/+, not Touch, dnose2ell_angle_30tomin30, 16698,    1.11
chrimson/+, not Walk, a, 26648,    1.11
chrimson/+, not Grooming, y, 56730,    1.11
chrimson/+, not Stop, closestfly_nose2ell_angle_min20to20, 36019,    1.11
npf>chrimson, Walk, flipdv_cor, 27454,    1.11
chrimson/+, not Grooming, dnose2ell_angle_30tomin30, 56730,     1.1
chrimson/+, not Stop, timestamps, 36019,     1.1
npf>chrimson, not Stop, du_tail, 34301,     1.1
chrimson/+, Turn, dt, 115709,     1.1
npf/+, Walk, absdtheta, 28312,     1.1
chrimson/+, not Walk, danglesub, 26648,     1.1
chrimson/+, not Chain_hadar, absdtheta, 1211,     1.1
chrimson/+, not Long_Distance_Approach, dv_tail, 9763,     1.1
chrimson/+, Walk, timestamps, 26728,     1.1
npf/+, Jump, closestfly_anglesub, 1293,     1.1
chrimson/+, Long_Distance_Approach, flipdv_cor, 9843,     1.1
npf>chrimson, Long_Distance_Approach, closestfly_nose2ell_angle_30tomin30, 10524,    1.09
npf/+, Touch, dtheta, 17592,    1.09
chrimson/+, not Jump, da, 434,    1.09
npf/+, Walk, danglesub, 28312,    1.09
npf/+, not Chain_hadar, signdtheta, 1161,    1.09
chrimson/+, not Grooming, dv_ctr, 56730,    1.09
npf>chrimson, Stop, magveldiff_anglesub, 34371,    1.09
npf>chrimson, not Social_Clustering, velmag, 5862,    1.09
chrimson/+, not Grooming, velmag_nose, 56730,    1.09
chrimson/+, Chain_hadar, darea, 1291,    1.09
chrimson/+, not Long_Distance_Approach, du_ctr, 9763,    1.09
npf>chrimson, not Long_Distance_Approach, magveldiff_nose2ell, 10454,    1.09
chrimson/+, not Long_Distance_Approach, velmag_ctr, 9763,    1.09
chrimson/+, not Touch, dv_cor, 16698,    1.09
chrimson/+, Long_Distance_Approach, dv_cor, 9843,    1.09
npf>chrimson, not Walk, b, 27384,    1.08
npf>chrimson, Turn, da, 100753,    1.08
chrimson/+, not Stop, closestfly_nose2ell, 36019,    1.08
npf>chrimson, Touch, dist2wall, 16341,    1.08
npf>chrimson, Touch, arena_r, 16341,    1.08
npf>chrimson, not Chase_hadar, velmag_ctr, 10224,    1.08
chrimson/+, not Grooming, x, 56730,    1.08
chrimson/+, not Grooming, dnose2ell_angle_min30to30, 56730,    1.08
chrimson/+, not Long_Distance_Approach, ddcenter, 9763,    1.08
npf/+, not Chase_hadar, da, 7753,    1.08
chrimson/+, not Long_Distance_Approach, ddist2wall, 9763,    1.08
npf>chrimson, Chase_hadar, darea, 10294,    1.08
npf>chrimson, not Stop, dnose2ell_angle_min20to20, 34301,    1.08
chrimson/+, Turn, da, 115709,    1.07
npf>chrimson, not Stop, dnose2ell_angle_min30to30, 34301,    1.07
chrimson/+, not Song, dv_ctr, 394,    1.07
npf/+, Grooming, da, 50245,    1.07
chrimson/+, not Stop, closestfly_center, 36019,    1.07
chrimson/+, not Touch, veltoward_nose2ell, 16698,    1.07
chrimson/+, not Chain_hadar, ddist2wall, 1211,    1.07
chrimson/+, not Grooming, dnose2ell_angle_min20to20, 56730,    1.06
chrimson/+, not Stop, closestfly_nose2tail, 36019,    1.06
npf>chrimson, Turn, dtheta, 100753,    1.06
npf/+, Touch, dangle2wall, 17592,    1.05
chrimson/+, not Short_distance_Approach, magveldiff_anglesub, 2003,    1.05
chrimson/+, Chain_hadar, velmag, 1291,    1.05
chrimson/+, not Short_distance_Approach, magveldiff_nose2ell, 2003,    1.05
npf>chrimson, Chain_hadar, da, 1125,    1.05
chrimson/+, Turn, dv_ctr, 115709,    1.05
npf/+, Short_distance_Approach, signdtheta, 2685,    1.04
npf/+, Grooming, a_mm, 50245,    1.04
npf/+, Walk, area, 28312,    1.04
chrimson/+, not Grooming, decc, 56730,    1.04
npf>chrimson, not Social_Clustering, velmag_ctr, 5862,    1.04
npf>chrimson, Stop, danglesub, 34371,    1.04
chrimson/+, not Song, ddist2wall, 394,    1.04
chrimson/+, Long_Distance_Approach, veltoward_anglesub, 9843,    1.04
npf>chrimson, not Walk, du_cor, 27384,    1.04
npf>chrimson, not Stop, velmag_nose, 34301,    1.04
npf/+, not Chase_hadar, darea, 7753,    1.04
npf/+, Grooming, db, 50245,    1.04
npf/+, Stop, velmag_nose, 35151,    1.03
chrimson/+, Short_distance_Approach, phi, 2083,    1.03
npf/+, Turn, veltoward_nose2ell, 127105,    1.03
npf>chrimson, Short_distance_Approach, decc, 2579,    1.03
npf/+, Long_Distance_Approach, dt, 14222,    1.03
chrimson/+, Touch, db, 16778,    1.03
npf>chrimson, Walk, dangle2wall, 27454,    1.02
npf>chrimson, not Touch, absyaw, 16271,    1.02
chrimson/+, Long_Distance_Approach, absdv_cor, 9843,    1.02
chrimson/+, not Stop, corfrac_min, 36019,    1.02
chrimson/+, not Short_distance_Approach, area, 2003,    1.02
npf>chrimson, Walk, corfrac_maj, 27454,    1.02
npf/+, Chase_hadar, absdv_cor, 7833,    1.02
npf>chrimson, not Stop, ecc, 34301,    1.02
chrimson/+, not Social_Clustering, closestfly_anglesub, 7423,    1.02
chrimson/+, Touch, absthetadiff_anglesub, 16778,    1.02
chrimson/+, not Stop, velmag, 36019,    1.02
chrimson/+, not Short_distance_Approach, absdv_cor, 2003,    1.02
chrimson/+, not Grooming, ddcenter, 56730,    1.01
npf>chrimson, not Short_distance_Approach, area, 2509,    1.01
chrimson/+, not Grooming, magveldiff_nose2ell, 56730,    1.01
chrimson/+, Chain_hadar, du_cor, 1291,    1.01
chrimson/+, not Short_distance_Approach, dv_cor, 2003,    1.01
npf/+, not Grooming, phi, 50165,    1.01
npf/+, Turn, velmag_nose, 127105,    1.01
npf>chrimson, not Social_Clustering, arena_r, 5862,    1.01
npf>chrimson, not Social_Clustering, dist2wall, 5862,    1.01
chrimson/+, Touch, dt, 16778,    1.01
chrimson/+, not Walk, absdtheta, 26648,    1.01
npf>chrimson, Turn, db, 100753,    1.01
chrimson/+, not Touch, ddcenter, 16698,    1.01
chrimson/+, not Touch, flipdv_cor, 16698,    1.01
npf/+, Touch, absdtheta, 17592,       1
chrimson/+, not Grooming, velmag_tail, 56730,       1
npf>chrimson, not Social_Clustering, magveldiff_nose2ell, 5862,       1
chrimson/+, Turn, area, 115709,       1
chrimson/+, not Stop, absdv_cor, 36019,       1
npf>chrimson, Short_distance_Approach, b, 2579,       1
chrimson/+, not Grooming, du_tail, 56730,       1
npf>chrimson, Stop, dnose2ell_angle_min20to20, 34371,       1
npf>chrimson, not Walk, dangle2wall, 27384,       1
npf>chrimson, not Social_Clustering, da, 5862,       1
npf>chrimson, not Walk, dv_tail, 27384,   0.999
npf>chrimson, Chain_hadar, dv_ctr, 1125,   0.997
chrimson/+, not Grooming, dv_tail, 56730,   0.997
npf>chrimson, Long_Distance_Approach, dv_cor, 10524,   0.996
chrimson/+, not Stop, dv_ctr, 36019,   0.996
npf>chrimson, Jump, dcenter, 956,   0.996
chrimson/+, not Touch, absyaw, 16698,   0.996
npf>chrimson, Stop, dnose2ell_angle_min30to30, 34371,   0.996
chrimson/+, not Grooming, veltoward_anglesub, 56730,   0.995
npf>chrimson, Jump, dell2nose, 956,   0.995
npf/+, not Social_Clustering, ddist2wall, 4627,   0.995
chrimson/+, not Song, magveldiff_nose2ell, 394,   0.994
chrimson/+, not Touch, absdv_cor, 16698,   0.989
npf/+, Walk, a_mm, 28312,   0.989
npf>chrimson, not Walk, veltoward_anglesub, 27384,   0.988
npf>chrimson, not Stop, danglesub, 34301,   0.988
npf>chrimson, Grooming, area, 47391,   0.987
chrimson/+, Turn, db, 115709,   0.985
chrimson/+, not Stop, du_cor, 36019,   0.985
chrimson/+, not Stop, a, 36019,   0.985
chrimson/+, not Stop, veltoward_nose2ell, 36019,   0.983
npf>chrimson, not Walk, a, 27384,   0.982
chrimson/+, not Social_Clustering, darea, 7423,   0.981
npf/+, Touch, veltoward_anglesub, 17592,    0.98
chrimson/+, not Chain_hadar, b_mm, 1211,   0.977
chrimson/+, not Grooming, magveldiff_anglesub, 56730,   0.976
npf/+, Turn, ddist2wall, 127105,   0.976
npf>chrimson, not Turn, signdtheta, 100683,   0.975
npf/+, Grooming, b_mm, 50245,   0.974
chrimson/+, Touch, theta, 16778,   0.973
chrimson/+, Touch, theta_mm, 16778,   0.973
npf>chrimson, not Touch, absdv_cor, 16271,    0.97
npf/+, not Song, dangle2wall, 450,   0.965
chrimson/+, not Song, dtheta, 394,   0.965
chrimson/+, not Long_Distance_Approach, absdv_cor, 9763,   0.964
npf>chrimson, not Walk, absdv_cor, 27384,   0.964
npf>chrimson, Walk, dtheta, 27454,    0.96
chrimson/+, not Grooming, arena_angle, 56730,    0.96
npf>chrimson, Short_distance_Approach, arena_r, 2579,   0.959
npf>chrimson, Short_distance_Approach, dist2wall, 2579,   0.959
npf>chrimson, not Walk, dv_ctr, 27384,   0.959
chrimson/+, not Grooming, veltoward_nose2ell, 56730,   0.958
npf>chrimson, Long_Distance_Approach, du_cor, 10524,   0.957
npf>chrimson, Long_Distance_Approach, absthetadiff_nose2ell, 10524,   0.955
npf>chrimson, not Song, dtheta, 303,   0.955
npf>chrimson, Grooming, darea, 47391,   0.954
chrimson/+, not Social_Clustering, a_mm, 7423,   0.954
npf/+, Turn, a_mm, 127105,   0.953
chrimson/+, Chain_hadar, veltoward_anglesub, 1291,   0.951
npf>chrimson, not Walk, dtheta, 27384,   0.946
npf/+, Short_distance_Approach, darea, 2685,   0.946
npf>chrimson, Turn, area, 100753,   0.944
chrimson/+, not Turn, ddcenter, 115629,   0.944
chrimson/+, not Grooming, ddist2wall, 56730,   0.944
npf/+, Walk, signdtheta, 28312,   0.944
chrimson/+, Touch, da, 16778,   0.943
chrimson/+, not Grooming, du_ctr, 56730,   0.943
chrimson/+, Turn, dv_cor, 115709,   0.941
chrimson/+, not Grooming, velmag_ctr, 56730,   0.939
npf/+, not Social_Clustering, anglefrom1to2_nose2ell, 4627,   0.936
npf/+, not Turn, darea, 127025,   0.934
npf>chrimson, Long_Distance_Approach, velmag, 10524,   0.934
npf/+, not Social_Clustering, a_mm, 4627,   0.933
npf>chrimson, not Grooming, dell2nose, 47321,   0.932
chrimson/+, not Stop, closestfly_ell2nose, 36019,   0.931
npf/+, not Walk, flipdv_cor, 28232,   0.931
npf/+, not Walk, veltoward_nose2ell, 28232,   0.929
npf>chrimson, not Grooming, y, 47321,   0.929
chrimson/+, not Grooming, a_mm, 56730,   0.928
chrimson/+, Touch, b_mm, 16778,   0.927
npf>chrimson, not Grooming, dnose2ell, 47321,   0.926
chrimson/+, not Jump, corfrac_maj, 434,   0.926
chrimson/+, Long_Distance_Approach, arena_angle, 9843,   0.925
npf/+, Touch, arena_r, 17592,   0.924
npf/+, Touch, dist2wall, 17592,   0.924
npf/+, Jump, dnose2tail, 1293,   0.923
chrimson/+, not Long_Distance_Approach, du_tail, 9763,   0.923
chrimson/+, not Chase_hadar, danglesub, 13719,   0.921
chrimson/+, not Turn, dv_tail, 115629,   0.921
npf>chrimson, not Chain_hadar, b_mm, 1055,   0.918
npf>chrimson, not Chain_hadar, a_mm, 1055,   0.917
npf>chrimson, Short_distance_Approach, theta, 2579,   0.917
npf>chrimson, Short_distance_Approach, theta_mm, 2579,   0.917
npf>chrimson, not Grooming, dnose2tail, 47321,   0.916
npf/+, Walk, db, 28312,   0.916
npf>chrimson, not Grooming, dcenter, 47321,   0.916
npf/+, Jump, dnose2ell, 1293,   0.916
npf>chrimson, not Social_Clustering, dnose2ell_angle_30tomin30, 5862,   0.915
chrimson/+, Long_Distance_Approach, a, 9843,   0.911
npf>chrimson, not Walk, velmag, 27384,    0.91
npf>chrimson, Turn, dv_ctr, 100753,    0.91
npf/+, not Grooming, a, 50165,   0.908
chrimson/+, Touch, a_mm, 16778,   0.908
npf/+, not Grooming, arena_angle, 50165,   0.908
chrimson/+, not Long_Distance_Approach, velmag_tail, 9763,   0.907
npf>chrimson, not Grooming, dnose2ell_angle_30tomin30, 47321,   0.907
npf/+, not Touch, db, 17512,   0.903
npf/+, Walk, b_mm, 28312,   0.903
chrimson/+, not Social_Clustering, theta, 7423,   0.902
chrimson/+, not Social_Clustering, theta_mm, 7423,   0.902
chrimson/+, not Walk, velmag_nose, 26648,   0.901
chrimson/+, not Turn, magveldiff_nose2ell, 115629,     0.9
npf/+, not Grooming, y_mm, 50165,   0.897
chrimson/+, Short_distance_Approach, dv_tail, 2083,   0.897
npf>chrimson, not Grooming, x, 47321,   0.897
npf/+, Short_distance_Approach, veltoward_anglesub, 2685,   0.896
npf>chrimson, Long_Distance_Approach, veltoward_nose2ell, 10524,   0.894
npf/+, Short_distance_Approach, dphi, 2685,   0.894
chrimson/+, not Long_Distance_Approach, dv_ctr, 9763,   0.893
chrimson/+, not Touch, absphidiff_anglesub, 16698,   0.892
chrimson/+, not Chain_hadar, ddcenter, 1211,   0.891
npf>chrimson, not Chase_hadar, du_ctr, 10224,   0.889
npf/+, Turn, velmag_ctr, 127105,   0.887
chrimson/+, not Walk, magveldiff_nose2ell, 26648,   0.887
npf>chrimson, Turn, dangle2wall, 100753,   0.886
npf>chrimson, not Stop, a, 34301,   0.886
chrimson/+, Short_distance_Approach, veltoward_nose2ell, 2083,   0.886
chrimson/+, Walk, dnose2ell_angle_30tomin30, 26728,   0.885
npf/+, not Turn, b_mm, 127025,   0.884
chrimson/+, Jump, dphi, 510,   0.882
chrimson/+, not Stop, veltoward_anglesub, 36019,   0.882
npf/+, not Turn, da, 127025,    0.88
npf/+, Short_distance_Approach, du_ctr, 2685,    0.88
npf>chrimson, not Social_Clustering, absthetadiff_nose2ell, 5862,    0.88
npf/+, Short_distance_Approach, du_cor, 2685,   0.879
npf>chrimson, Walk, dv_cor, 27454,   0.878
npf/+, Chase_hadar, area, 7833,   0.878
chrimson/+, Long_Distance_Approach, absanglefrom1to2_nose2ell, 9843,   0.877
npf>chrimson, Walk, signdtheta, 27454,   0.876
npf/+, not Walk, absdtheta, 28232,   0.876
npf/+, Walk, darea, 28312,   0.876
chrimson/+, not Turn, magveldiff_anglesub, 115629,   0.875
chrimson/+, Walk, b, 26728,   0.873
chrimson/+, not Social_Clustering, anglefrom1to2_anglesub, 7423,   0.872
npf/+, not Touch, darea, 17512,   0.872
npf/+, not Social_Clustering, dv_ctr, 4627,    0.87
chrimson/+, not Short_distance_Approach, dv_ctr, 2003,    0.87
npf/+, Touch, ddcenter, 17592,   0.869
chrimson/+, Jump, dt, 510,   0.868
npf>chrimson, not Walk, du_ctr, 27384,   0.867
npf/+, not Grooming, ynose_mm, 50165,   0.867
npf>chrimson, not Long_Distance_Approach, magveldiff_anglesub, 10454,   0.866
npf>chrimson, not Chase_hadar, velmag_tail, 10224,   0.865
npf>chrimson, Long_Distance_Approach, y, 10524,   0.865
npf/+, Turn, velmag_tail, 127105,   0.864
npf/+, all frames, b, 56544,   0.864
chrimson/+, not Walk, magveldiff_anglesub, 26648,    0.86
npf>chrimson, not Long_Distance_Approach, dt, 10454,   0.859
npf>chrimson, not Grooming, dist2wall, 47321,   0.857
npf>chrimson, not Grooming, arena_r, 47321,   0.857
chrimson/+, Short_distance_Approach, absdtheta, 2083,   0.854
npf/+, Short_distance_Approach, velmag, 2685,   0.854
chrimson/+, not Grooming, du_cor, 56730,   0.851
chrimson/+, not Grooming, absdv_cor, 56730,   0.851
npf>chrimson, not Song, absdtheta, 303,    0.85
npf/+, Short_distance_Approach, velmag_nose, 2685,   0.848
chrimson/+, not Short_distance_Approach, ddist2wall, 2003,   0.848
chrimson/+, Short_distance_Approach, theta, 2083,   0.843
chrimson/+, Short_distance_Approach, theta_mm, 2083,   0.843
npf>chrimson, not Walk, ddcenter, 27384,   0.843
npf>chrimson, not Chase_hadar, dv_ctr, 10224,   0.842
chrimson/+, Turn, dtheta, 115709,   0.842
npf/+, Touch, flipdv_cor, 17592,   0.842
chrimson/+, Turn, darea, 115709,    0.84
npf>chrimson, Jump, closestfly_nose2tail, 956,   0.839
npf>chrimson, Chain_hadar, area, 1125,   0.838
npf/+, Short_distance_Approach, velmag_ctr, 2685,   0.838
npf/+, not Chase_hadar, dt, 7753,   0.837
chrimson/+, not Grooming, dv_cor, 56730,   0.836
chrimson/+, Short_distance_Approach, ddist2wall, 2083,   0.835
npf/+, all frames, closestfly_nose2ell_angle_30tomin30, 56544,   0.835
npf/+, Stop, ddcenter, 35151,   0.835
npf/+, Short_distance_Approach, du_tail, 2685,   0.834
npf/+, all frames, closestfly_center, 56544,   0.834
npf/+, Social_Clustering, area, 4707,   0.833
chrimson/+, Short_distance_Approach, dangle2wall, 2083,    0.83
npf/+, Short_distance_Approach, da, 2685,    0.83
chrimson/+, Stop, db, 36099,   0.829
npf>chrimson, not Touch, dv_cor, 16271,   0.829
npf/+, all frames, magveldiff_anglesub, 56544,   0.828
chrimson/+, Long_Distance_Approach, angle2wall, 9843,   0.827
npf>chrimson, Long_Distance_Approach, ddcenter, 10524,   0.827
npf/+, not Turn, absdv_cor, 127025,   0.827
chrimson/+, Walk, dnose2tail, 26728,   0.826
npf/+, Short_distance_Approach, flipdv_cor, 2685,   0.826
chrimson/+, Short_distance_Approach, ecc, 2083,   0.825
chrimson/+, not Song, dangle2wall, 394,   0.825
npf/+, not Grooming, x_mm, 50165,   0.825
npf/+, Stop, a, 35151,   0.824
chrimson/+, Walk, dnose2ell, 26728,   0.824
npf/+, all frames, dist2wall, 56544,   0.824
npf/+, all frames, arena_r, 56544,   0.824
npf/+, not Turn, dangle2wall, 127025,   0.823
npf/+, not Walk, dnose2ell_angle_30tomin30, 28232,   0.823
npf/+, not Walk, dv_cor, 28232,   0.822
chrimson/+, Long_Distance_Approach, velmag, 9843,   0.821
npf/+, all frames, closestfly_nose2ell, 56544,    0.82
chrimson/+, Long_Distance_Approach, y, 9843,    0.82
npf>chrimson, Stop, dtheta, 34371,   0.817
npf>chrimson, Touch, absdtheta, 16341,   0.817
npf/+, Long_Distance_Approach, closestfly_nose2tail, 14222,   0.816
chrimson/+, not Grooming, velmag, 56730,   0.816
npf/+, not Walk, dnose2ell, 28232,   0.815
npf/+, not Walk, dnose2tail, 28232,   0.815
npf/+, all frames, dnose2tail, 56544,   0.814
npf/+, all frames, dcenter, 56544,   0.813
chrimson/+, Short_distance_Approach, ddcenter, 2083,   0.812
npf/+, Stop, timestamps, 35151,   0.812
npf/+, all frames, dnose2ell, 56544,   0.811
npf/+, all frames, dell2nose, 56544,   0.811
npf>chrimson, not Grooming, arena_angle, 47321,    0.81
npf>chrimson, not Social_Clustering, db, 5862,   0.809
chrimson/+, not Song, magveldiff_anglesub, 394,   0.808
chrimson/+, Long_Distance_Approach, du_cor, 9843,   0.807
npf>chrimson, not Stop, closestfly_nose2ell_angle_min30to30, 34301,   0.807
npf/+, Short_distance_Approach, velmag_tail, 2685,   0.807
chrimson/+, not Social_Clustering, b_mm, 7423,   0.806
chrimson/+, not Chase_hadar, signdtheta, 13719,   0.805
chrimson/+, Walk, dcenter, 26728,   0.805
npf>chrimson, Long_Distance_Approach, absthetadiff_anglesub, 10524,   0.802
npf>chrimson, not Chase_hadar, dv_tail, 10224,   0.802
npf>chrimson, Walk, danglesub, 27454,   0.801
npf/+, all frames, magveldiff_nose2ell, 56544,   0.801
npf>chrimson, Walk, dnose2ell, 27454,     0.8
npf>chrimson, Walk, dnose2tail, 27454,     0.8
npf>chrimson, not Walk, du_tail, 27384,   0.799
chrimson/+, not Turn, du_ctr, 115629,   0.798
chrimson/+, not Turn, veltoward_nose2ell, 115629,   0.797
chrimson/+, not Walk, ecc, 26648,   0.797
npf/+, Chain_hadar, velmag_nose, 1241,   0.795
npf>chrimson, Long_Distance_Approach, x, 10524,   0.794
npf/+, all frames, dnose2ell_angle_30tomin30, 56544,   0.794
npf>chrimson, Touch, dangle2wall, 16341,   0.794
npf/+, not Grooming, xnose_mm, 50165,   0.793
npf/+, all frames, closestfly_ell2nose, 56544,   0.793
npf>chrimson, not Touch, absphidiff_anglesub, 16271,   0.793
npf>chrimson, not Grooming, dnose2ell_angle_min30to30, 47321,   0.791
npf/+, all frames, ddcenter, 56544,   0.791
npf/+, Turn, veltoward_anglesub, 127105,   0.791
npf>chrimson, not Grooming, dnose2ell_angle_min20to20, 47321,    0.79
chrimson/+, Stop, b_mm, 36099,    0.79
npf>chrimson, not Social_Clustering, magveldiff_anglesub, 5862,   0.789
npf>chrimson, Walk, veltoward_nose2ell, 27454,   0.788
npf>chrimson, Touch, dtheta, 16341,   0.788
chrimson/+, Short_distance_Approach, dtheta, 2083,   0.787
chrimson/+, Long_Distance_Approach, dnose2ell_angle_30tomin30, 9843,   0.786
npf/+, all frames, a_mm, 56544,   0.786
npf/+, all frames, veltoward_nose2ell, 56544,   0.785
npf/+, not Social_Clustering, flipdv_cor, 4627,   0.785
npf>chrimson, Jump, dnose2ell_angle_30tomin30, 956,   0.785
npf>chrimson, Stop, db, 34371,   0.784
npf/+, Long_Distance_Approach, closestfly_nose2ell_angle_min30to30, 14222,   0.784
npf/+, not Grooming, y, 50165,   0.784
npf>chrimson, Walk, dnose2ell_angle_30tomin30, 27454,   0.783
npf/+, not Walk, dcenter, 28232,   0.783
chrimson/+, not Turn, du_tail, 115629,   0.783
chrimson/+, Walk, dell2nose, 26728,   0.781
npf>chrimson, Stop, dt, 34371,   0.781
chrimson/+, Long_Distance_Approach, veltoward_nose2ell, 9843,    0.78
npf/+, all frames, closestfly_nose2tail, 56544,   0.779
npf>chrimson, not Touch, dnose2ell_angle_min30to30, 16271,   0.779
npf>chrimson, not Touch, dnose2ell_angle_min20to20, 16271,   0.778
npf/+, all frames, dv_tail, 56544,   0.778
chrimson/+, Stop, anglefrom1to2_anglesub, 36099,   0.777
npf>chrimson, not Social_Clustering, closestfly_anglesub, 5862,   0.776
npf/+, Touch, du_cor, 17592,   0.776
npf/+, Turn, b_mm, 127105,   0.774
chrimson/+, not Grooming, ynose_mm, 56730,   0.774
npf/+, all frames, ynose_mm, 56544,   0.774
npf>chrimson, Jump, closestfly_nose2ell_angle_30tomin30, 956,   0.774
npf/+, Touch, closestfly_anglesub, 17592,   0.773
npf>chrimson, Turn, dv_cor, 100753,   0.773
npf/+, Touch, velmag, 17592,   0.772
chrimson/+, Turn, absdv_cor, 115709,   0.772
chrimson/+, Stop, timestamps, 36099,    0.77
npf/+, all frames, y_mm, 56544,    0.77
npf>chrimson, Long_Distance_Approach, du_ctr, 10524,   0.769
npf>chrimson, not Song, dangle2wall, 303,   0.769
npf>chrimson, Stop, b_mm, 34371,   0.768
npf>chrimson, Walk, absdv_cor, 27454,   0.768
npf/+, Jump, dcenter, 1293,   0.767
npf>chrimson, all frames, arena_angle, 54838,   0.766
npf/+, not Touch, corfrac_min, 17512,   0.766
npf/+, all frames, area, 56544,   0.766
npf/+, not Turn, dtheta, 127025,   0.765
npf/+, not Social_Clustering, b, 4627,   0.765
npf/+, all frames, velmag, 56544,   0.765
chrimson/+, not Grooming, b_mm, 56730,   0.764
npf/+, not Touch, da, 17512,   0.764
npf>chrimson, Walk, dcenter, 27454,   0.763
npf/+, Short_distance_Approach, area, 2685,   0.763
chrimson/+, not Grooming, xnose_mm, 56730,   0.763
chrimson/+, not Long_Distance_Approach, velmag_nose, 9763,    0.76
npf/+, not Walk, dell2nose, 28232,    0.76
npf/+, all frames, arena_angle, 56544,   0.759
npf/+, all frames, velmag_ctr, 56544,   0.758
npf/+, Chain_hadar, db, 1241,   0.758
npf>chrimson, not Walk, ecc, 27384,   0.756
npf/+, all frames, a, 56544,   0.755
chrimson/+, Chain_hadar, dv_cor, 1291,   0.754
chrimson/+, Chain_hadar, absdv_cor, 1291,   0.754
npf/+, Jump, dell2nose, 1293,   0.753
chrimson/+, Short_distance_Approach, absyaw, 2083,   0.753
npf/+, all frames, du_ctr, 56544,   0.753
npf>chrimson, not Chase_hadar, velmag_nose, 10224,   0.751
npf/+, Chain_hadar, flipdv_cor, 1241,   0.751
chrimson/+, not Stop, velmag_ctr, 36019,   0.749
npf>chrimson, Walk, dell2nose, 27454,   0.749
npf/+, Walk, ecc, 28312,   0.749
npf/+, all frames, dnose2ell_angle_min30to30, 56544,   0.749
npf/+, Social_Clustering, darea, 4707,   0.749
npf/+, all frames, du_cor, 56544,   0.748
npf/+, all frames, velmag_tail, 56544,   0.747
npf/+, Walk, da, 28312,   0.746
npf/+, not Stop, timestamps, 35071,   0.746
chrimson/+, not Chain_hadar, signdtheta, 1211,   0.745
npf/+, all frames, dnose2ell_angle_min20to20, 56544,   0.745
npf/+, all frames, du_tail, 56544,   0.744
npf>chrimson, Long_Distance_Approach, velmag_ctr, 10524,   0.744
npf/+, all frames, veltoward_anglesub, 56544,   0.744
npf/+, not Grooming, decc, 50165,   0.743
chrimson/+, not Grooming, y_mm, 56730,   0.742
npf>chrimson, all frames, y, 54838,   0.742
npf/+, Touch, a, 17592,   0.742
npf/+, Short_distance_Approach, angle2wall, 2685,   0.741
npf/+, Touch, angleonclosestfly, 17592,   0.739
npf>chrimson, Chain_hadar, dv_cor, 1125,   0.739
chrimson/+, Touch, dv_tail, 16778,   0.739
npf>chrimson, not Chase_hadar, du_tail, 10224,   0.738
npf/+, all frames, xnose_mm, 56544,   0.737
